HOW TO READ THIS FILE
=====================
Each style was run on the same 6 input sentences with TinyStyler.
All counts are out of 6 outputs per style.

avg_dist   How different the output text is from the input, averaged over
           the 6 outputs. Per output: both strings are lowercased, then
           compared with Python's difflib.SequenceMatcher; the score is
           1 - (matching ratio), so 0.0 = identical to the input and
           1.0 = nothing in common. This only measures that the TEXT
           changed, not that the STYLE is right: hallucinated ramble
           scores high, and a correct all-caps conversion scores near 0
           because the comparison ignores case.
copies     Outputs nearly identical to the input (avg_dist < 0.05):
           the style did (almost) nothing.
swears     Outputs containing profanity (simple word check).
halluc     LLM-as-a-judge: outputs that INVENT content not in the input
           (new facts, names, invented continuations; degenerate
           repetition also counts). Judge: Claude, one pass per style.
in_style   LLM-as-a-judge: outputs that clearly exhibit the target
           style, judged against the style's own bank examples.
           Caution: for styles whose examples are generic casual text
           (e.g. the demographics), generic casual output counts as a
           match, so a high value there means little.
halluc/in_style are model judgments, not ground truth.

Styles are grouped; within each group, biggest text change first.


--- new: celebrity accounts ---
avg_dist  copies  swears  halluc  in_style  style
  out: I loved the movie but the ending felt rushed. The ending of the movie is like a stale rehash of the movie from the beginning.

### how_to
  in : The experiment was conducted in a controlled lab setting.
  out: I think it's important to remember that the experiment was conducted in a controlled lab setting, not an actual human lab.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist, so you can't say she's a "sneaker" at
  in : We are meeting tomorrow at noon to plan the trip.
  out: We're meeting tomorrow at noon to plan the trip, so don't worry about it.
  in : The city council approved the new bike lanes after a long debate.
  out: I think the city council decided to approve the new bike lanes after a long debate. If you want to get a bike, don't just ride on
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? If it's a reprint, it'll be sent to me for review and you can send it to
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. Unless you're a fan of a movie that has a lot of plot twists and

### other_narrative
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was done in a controlled lab setting with no repercussions for the test subjects.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist for a company in Boston.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting at noon tomorrow to plan the trip and a few other things.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate on their design and the cost.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday if possible, as it would be very interesting to see the results of the eloquently written report.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. Hopefully it will be an ending that satisfies the audience with a story that isn

### song_lyrics
  in : The experiment was conducted in a controlled lab setting.
  out: I mean, the experiment was in a controlled lab setting. And I would not say it was the 'I can see it' kind of thing.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: Well, she graduated from MIT in 2019 and works as a data scientist. I can't imagine a better job in this field!
  in : We are meeting tomorrow at noon to plan the trip.
  out: Well we are meeting tomorrow at noon to plan the trip, so there's that.
  in : The city council approved the new bike lanes after a long debate.
  out: I know, but I am glad the city council approved the new bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, I want to know the details of the report.
  in : I loved the movie, but the ending felt rushed.
  out: The ending was so rushed, but I loved the movie.

### historical_article
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting, not a shithole in the middle of a fucking forest.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist for a company based in a state of California.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We meet at noon tomorrow to plan our trip. Whether the trip is to a reservist or a reservist is entirely up to you
  in : The city council approved the new bike lanes after a long debate.
  out: The city council has finally approved bike lanes after a long debate over the issue.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday as a resumption of the resumption of the resumption of the re
  in : I loved the movie, but the ending felt rushed.
  out: I enjoyed the movie, but the ending felt rushed and overdone.

### description_of_a_person
  in : The experiment was conducted in a controlled lab setting.
  out: It was an experiment in a controlled lab setting, not a 'fun' one.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is now a data scientist at a MIT-affiliated company.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting tomorrow at noon to plan the trip, and a shitload of people are going to be fucking shite.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council voted to approve the new bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, or at least a screenshot of it.
  in : I loved the movie, but the ending felt rushed.
  out: I enjoyed the movie, but the ending felt rushed. Whether you like the movie or not, it's a great movie to watch with a good

### other_information
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting. Unless the experiment is a very specific premise, it may be possible that the underlying theory is not
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is currently working as a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We will meet at noon to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, as it is a very important part of the sarcastic sarcasm.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. Unless the ending was a bit more rushed and the ending was not as satisfying as the beginning of

### technical_report
  in : The experiment was conducted in a controlled lab setting.
  out: This experiment was conducted in a controlled lab setting, so it is not a random or uncontrolled experiment.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist, which is a pretty good career path.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting at noon to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate, which is a good thing for the community.
  in : Could you send me the report before Friday?
  out: Could you send me a report before Friday for a possible rework of the report.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. Unless you are a fan of the movie and are not a fan of the movie's ending

### news_report_blog
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting. During the experiment, the re-assembly of a fetus with
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We meet tomorrow at noon to plan the trip. Having a shitload of people in the group, a lot of people in the group, and
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate on the issue.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, preferably before the 5th.
  in : I loved the movie, but the ending felt rushed.
  out: I liked the movie, but the ending felt rushed and unoriginal. The ending of the movie was a bit rushed and a bit rushed in the

### other_informational_persuasion
  in : The experiment was conducted in a controlled lab setting.
  out: This experiment was conducted in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist in a company called Data Science.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We will meet tomorrow at noon to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: It was a long debate before the city council approved the bike lanes. If you have a bike, you should probably check out the /r/bike
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, when the OP has a chance to get a response.
  in : I loved the movie, but the ending felt rushed.
  out: I enjoyed the movie, but the ending felt rushed. The movie is a great example of how a movie that has a great story and an interesting plot

### description_with_intent_to_sell
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting and I can confirm that the results were very accurate!
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: I love how she graduated from MIT in 2019 and now works as a data scientist for a company called MIT.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We will meet tomorrow at noon to plan the trip and get a head start on the planning process.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate on the matter!
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday so I can get a full report on the report.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt rushed and the ending was rushed and unfun.

### persuasive_article_or_essay
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting, with no eugenics, sexism, or sexism.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We will meet at noon tomorrow to plan the trip and make a plan for the upcoming trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate about the bike lanes.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday is the deadline for the reprint.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. The ending of the movie was like the ending of a movie with a terrible ending (which is 

### religious_blogs_sermons
  in : The experiment was conducted in a controlled lab setting.
  out: It was a controlled lab experiment that was conducted in a controlled environment.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is now a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We meet at noon tomorrow to plan the trip and a few other things.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday in order to avoid the dreaded 'Fools' in the office.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt rushed. The ending of the movie was a rushed "in the middle of the night" ending.

### encyclopedia_article
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting, not a shit-filled lab.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and now works as a data scientist in the MIT Data Science department.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We meet at noon tomorrow to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate about the design of the bike lanes.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday for the upcoming /r/smashbros /r/smashbros /r/
  in : I loved the movie, but the ending felt rushed.
  out: Loved the movie but the ending felt rushed. The climax of the movie was a tad abrupt, resulting in the character's

### other_opinion
  in : The experiment was conducted in a controlled lab setting.
  out: I know the experiment was in a controlled lab setting with no fucking way to get a fucking reaction.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and now works as a data scientist at MIT.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting at noon tomorrow to plan the trip - not to mention the shit out of the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate on the matter.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday is the deadline for this shitposting.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie and enjoyed the ending, but the ending felt rushed and unfinished.

### letter_to_editor
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was done in a controlled lab setting, with no other people in the room.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019, and now works as a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting at noon tomorrow to plan the trip. (Poets and Dogs, if you want to come with us).
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate. The city's bike lanes are a huge improvement, and will be a big help
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, if possible.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. It was a bit of a "so much for the story" movie.

### interview
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting, so the chemists could have gotten away with a chemometric test.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is now a data scientist at a company called /r/datascience.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We meet tomorrow at noon to plan the trip, a day before the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate about the redevelopment of the area.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, which would be a reprint of the original.
  in : I loved the movie, but the ending felt rushed.
  out: Loved the movie, but the ending felt rushed.

### question_answer_forum
  in : The experiment was conducted in a controlled lab setting.
  out: So the experiment was conducted in a controlled lab setting? I don't think there was a chance of that happening in the real world.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: Is it true that she graduated from MIT in 2019 and works as a data scientist?
  in : We are meeting tomorrow at noon to plan the trip.
  out: What time are we meeting tomorrow at noon to plan the trip?
  in : The city council approved the new bike lanes after a long debate.
  out: Is it true that the city council approved the bike lanes after a long debate?
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? I'm not sure how much time it will take to get the report, but I can see it being done in 
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but did you think the ending felt rushed?

### magazine_article
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting with a pyromancy test.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and now works as a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We meet tomorrow at noon to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate, and a bunch of people sat in the back of their cars and sat in
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday or at least a couple days before the fucking deadline.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. The ending of a movie that is a rehash of a movie that was re

### editorial
  in : The experiment was conducted in a controlled lab setting.
  out: This experiment was conducted in a controlled lab setting with a plethora of controlled test subjects.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and now works as a data scientist for a major tech company.
  in : We are meeting tomorrow at noon to plan the trip.
  out: Meeting tomorrow at noon to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council voted to approve the bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday is the deadline for the shitposting.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, but the ending felt rushed. The ending of a movie that is based on a story of a young man attempting to

### course_materials
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting, not a home environment.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is currently working as a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We meet at noon to plan the trip, not to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: After a long debate, the city council decided to approve the new bike lanes.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday for a review of the report, if possible.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt rushed.

### description_of_a_thing
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting and no animals were hurt in the process.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is now a data scientist at a prestigious company.
  in : We are meeting tomorrow at noon to plan the trip.
  out: Meeting tomorrow at noon to plan the trip and a few other activities.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me a report before Friday and we can discuss this shit.
  in : I loved the movie, but the ending felt rushed.
  out: Loved the movie but the ending felt rushed and rushed.

### reader_viewer_responses
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting so it's not a big deal.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist at MIT.
  in : We are meeting tomorrow at noon to plan the trip.
  out: Hopefully we will meet tomorrow at noon to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: I think it was the city council that approved the new bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, it's a shitshow and a shitshow for the upcoming weekend.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie, it felt like the ending was rushed.

### travel_blog
  in : The experiment was conducted in a controlled lab setting.
  out: This experiment was done in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is a data scientist at a data science company.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We meet at noon tomorrow to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate on the topic.
  in : Could you send me the report before Friday?
  out: Could you send me a report before Friday is the deadline.
  in : I loved the movie, but the ending felt rushed.
  out: Loved the movie, but the ending felt rushed.

### formal_speech
  in : The experiment was conducted in a controlled lab setting.
  out: I believe the experiment was conducted in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: I have heard that she graduated from MIT in 2019 and is now a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We will be meeting tomorrow at noon to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: I was at the city council meeting that approved the new bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday for my consideration.
  in : I loved the movie, but the ending felt rushed.
  out: I enjoyed the movie, but the ending felt rushed and rushed.

### transcript_of_video_audio
  in : The experiment was conducted in a controlled lab setting.
  out: I believe the experiment was conducted in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 as a data scientist. I'm sure she'll be a great data scientist, too.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We meet tomorrow at noon to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the bike lanes after a long debate. I'm still waiting on the zoning.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, OP.
  in : I loved the movie, but the ending felt rushed.
  out: I liked the movie, but the ending felt rushed.

### opinion_blog
  in : The experiment was conducted in a controlled lab setting.
  out: This experiment was conducted in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: This is a fact. She graduated from MIT in 2019 and is currently working as a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting tomorrow at noon to plan the trip in the morning.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council has approved the new bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday in case of a misunderstanding.
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt rushed.

### technical_support
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting, not a public venue.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting at noon tomorrow to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me a report before Friday or a report of a resubmit?
  in : I loved the movie, but the ending felt rushed.
  out: I loved the movie but the ending felt rushed.

======================================================================
OLD: TINYSTYLER/STEL
======================================================================

### question_tinystyler
  in : The experiment was conducted in a controlled lab setting.
  out: How was the experiment done? It was done in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: How did she graduate from MIT? She is now a data scientist at MIT.
  in : We are meeting tomorrow at noon to plan the trip.
  out: Why not? We meet tomorrow at noon to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: Are you kidding? The city council approved the bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday? I have no time to wait.
  in : I loved the movie, but the ending felt rushed.
  out: Is the ending rushed? I loved the movie, but it felt rushed.

### obama_tinystyler
  in : The experiment was conducted in a controlled lab setting.
  out: Well, I'm glad it was in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: Well, she graduated from MIT and is now a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: It's noon tomorrow and we will be planning the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: But I'm glad the city council finally approved the new bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday, please.
  in : I loved the movie, but the ending felt rushed.
  out: That's why I loved the movie, but the ending felt rushed.

### informal_tinystyler
  in : The experiment was conducted in a controlled lab setting.
  out: oh yeah but the experiment was done in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: she graduated from MIT and now she works as a data scientist...wtf?
  in : We are meeting tomorrow at noon to plan the trip.
  out: we are meeting tomorrow at noon to plan the trip tho...
  in : The city council approved the new bike lanes after a long debate.
  out: well the city council finally approved the new bike lanes :(
  in : Could you send me the report before Friday?
  out: if you could send me the report before friday tho
  in : I loved the movie, but the ending felt rushed.
  out: loved the movie but the ending felt rushed af?

### formal_stel
  in : The experiment was conducted in a controlled lab setting.
  out: I think the experiment was conducted in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: I believe she graduated from MIT in 2019 and works as a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We are meeting at noon to plan our trip.
  in : The city council approved the new bike lanes after a long debate.
  out: I'm glad the city council approved the bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday.
  in : I loved the movie, but the ending felt rushed.
  out: I enjoyed the movie, but the ending felt rushed.

======================================================================
SURFACE
======================================================================

### no_punctuation
  in : The experiment was conducted in a controlled lab setting.
  out: I think it was a controlled lab setting
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is a data scientist now
  in : We are meeting tomorrow at noon to plan the trip.
  out: We plan the trip tomorrow at noon
  in : The city council approved the new bike lanes after a long debate.
  out: I think the city council decided to approve the new bike lanes after a long debate
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday
  in : I loved the movie, but the ending felt rushed.
  out: The ending felt rushed but I loved the movie

### all_caps
  in : The experiment was conducted in a controlled lab setting.
  out: THE  experiment was done in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: WE MEET TODAY TO PLANNING A TRAVEL.
  in : The city council approved the new bike lanes after a long debate.
  out: THE CITY CITY CITY APPROVED THE NEW BYU.
  in : Could you send me the report before Friday?
  out: Could you PM me a report before Friday.
  in : I loved the movie, but the ending felt rushed.
  out: I LOVED THE ENDING BUT THE ENDING WAS RUINED.

### exclamations
  in : The experiment was conducted in a controlled lab setting.
  out: That was a controlled lab experiment!
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and now she works as a data scientist!
  in : We are meeting tomorrow at noon to plan the trip.
  out: Tomorrow at noon we plan the trip!
  in : The city council approved the new bike lanes after a long debate.
  out: That was a long debate! The city council finally approved the bike lanes!
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday!
  in : I loved the movie, but the ending felt rushed.
  out: Loved the movie but the ending felt rushed!

### lowercase
  in : The experiment was conducted in a controlled lab setting.
  out: it was a controlled lab experiment. oh well.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: she graduated from MIT in 2019. she works as a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: we meet tomorrow at noon to plan trip.
  in : The city council approved the new bike lanes after a long debate.
  out: new bike lanes approved by the city council after a long debate. lol.
  in : Could you send me the report before Friday?
  out: could you send me the report before friday.
  in : I loved the movie, but the ending felt rushed.
  out: i liked the movie. but the ending felt rushed.

### texting_abbreviations
  in : The experiment was conducted in a controlled lab setting.
  out: experiment was in controlled lab tho
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: she graduated from MIT and now a data scientist lol
  in : We are meeting tomorrow at noon to plan the trip.
  out: we meet tomorrow at noon to plan trip tho
  in : The city council approved the new bike lanes after a long debate.
  out: ok city council approved bike lanes
  in : Could you send me the report before Friday?
  out: could u send me report before friday tho
  in : I loved the movie, but the ending felt rushed.
  out: i loved the movie but the ending felt rushed lol

### active_voice
  in : The experiment was conducted in a controlled lab setting.
  out: The experiment was conducted in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and works as a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: Tomorrow we meet at noon to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday.
  in : I loved the movie, but the ending felt rushed.
  out: Loved the ending to the movie.

### passive_voice
  in : The experiment was conducted in a controlled lab setting.
  out: This was done in a controlled lab setting.
  in : She graduated from MIT in 2019 and now works as a data scientist.
  out: She graduated from MIT in 2019 and is now a data scientist.
  in : We are meeting tomorrow at noon to plan the trip.
  out: We will meet at noon tomorrow to plan the trip.
  in : The city council approved the new bike lanes after a long debate.
  out: The city council approved the new bike lanes after a long debate.
  in : Could you send me the report before Friday?
  out: Could you send me the report before Friday.
  in : I loved the movie, but the ending felt rushed.
  out: I enjoyed the movie but the ending felt rushed.
